policy/dLoss,policy/Entropy,Evaluation/MinReturn,PolicyExecTime,Extras/EpisodeRewardMean,Evaluation/StdReturn,Evaluation/AverageReturn,policy/Perplexity,policy/KL,Evaluation/CompletionRate,TotalEnvSteps,policy/KLBefore,EnvExecTime,Evaluation/Iteration,Evaluation/AverageDiscountedReturn,policy/LossAfter,Evaluation/NumTrajs,Evaluation/MaxReturn,policy/LossBefore,LinearFeatureBaseline/ExplainedVariance,ProcessExecTime
0.05670071721607073,2.8357481221436514,-22000.0,0.475125789642334,-5122.656240100377,6669.698952492969,-5122.656240100377,17.043145887009494,0.009348291,0.0,1012,0.0,0.6883077621459961,0,-5122.656240100377,-0.056700725108385086,92,-46.10959708846748,-7.892314357604846e-09,-2.7394524426682665e-09,0.07489633560180664
0.050193593288834215,2.812248622004694,-21882.713547037612,0.23334884643554688,-3905.5754447827876,5979.863369011928,-3683.3379358359284,16.647309670254707,0.0067575965,0.0,2024,0.0,0.2826659679412842,1,-3683.3379358359284,-0.05019360035657883,92,-46.65967935336339,-7.067744611788385e-09,0.20724365907118314,0.030920743942260742
0.0387484617825784,2.8104122599123023,-14289.228956680126,0.23227882385253906,-1564.5489647164518,2628.34292181865,-1294.8031410160654,16.616767233905108,0.0068183877,0.0,3036,0.0,0.2861969470977783,2,-1294.8031410160654,-0.03874843940138817,92,-44.86900224203897,2.2381190234455062e-08,-0.2484660394472582,0.03125
0.0420205578531907,2.782591325963439,-12076.969503759517,0.2152729034423828,-770.4099487661049,1983.8674465320948,-744.6124334611187,16.160844751665717,0.009858248,0.0,4048,0.0,0.2836153507232666,3,-744.6124334611186,-0.042020563036203384,92,-39.77192010169417,-5.183012685705535e-09,0.14890695217261696,0.03108692169189453
0.019043089336026497,2.7442742751049902,-6051.787166367354,0.22141671180725098,-290.6104211860707,876.9869946188161,-288.81417180874416,15.55332240214058,0.009559322,0.0,5060,0.0,0.2832601070404053,4,-288.81417180874416,-0.019043071195483208,92,-38.05417007621682,1.8140543289746347e-08,-0.23973791143643064,0.031102418899536133
0.03663836849536839,2.69097514397542,-12431.862264689677,0.23690199851989746,-471.3394746463223,1745.8426640201544,-506.51564468389813,14.746048431959329,0.006950139,0.0,6072,0.0,0.2851278781890869,5,-506.51564468389813,-0.03663837909698486,92,-44.982198077138754,-1.0601616473593367e-08,0.03440328443395746,0.031235456466674805
0.02298098195918641,2.6880300167520996,-2550.046401340143,0.22585582733154297,-112.69284599378237,269.60556723094874,-105.08281230942268,14.702683332498369,0.008452014,0.0,7084,0.0,0.2869277000427246,6,-105.08281230942266,-0.0229809433221817,92,-45.17692796632304,3.863700470674303e-08,-7.88974335133501,0.031449079513549805
0.03288739726771972,2.6609957849555337,-2932.418857863739,0.23889446258544922,-164.71186383066444,430.82841677411835,-173.3971239395949,14.310532218647376,0.0066346056,0.0,8096,0.0,0.2840561866760254,7,-173.3971239395949,-0.032887402921915054,92,-48.36320998159562,-5.65419533415934e-09,0.013109454086045802,0.031169652938842773
0.030108171437863263,2.6229291471096836,-2135.5446632740336,0.22472882270812988,-110.03026040386439,295.7135260206625,-113.32213114921579,13.776016523279186,0.0073020733,0.0,9108,0.0,0.2860391139984131,8,-113.32213114921579,-0.030108178034424782,92,-50.66856296357119,-6.59656151924537e-09,-0.06163282502032352,0.03151249885559082
0.029619424747442835,2.6276857881206768,-81.86430102556469,0.21148157119750977,-66.67428883430377,7.002722996653041,-66.63339096537732,13.841700181388406,0.009492307,0.0,10120,0.0,0.28467893600463867,9,-66.63339096537732,-0.029619412496685982,92,-42.81006853482546,1.225075685340471e-08,-0.979874445388252,0.031264305114746094
0.05682700975492505,2.60775407029706,-2060.705828540462,0.21175718307495117,-92.90782965070325,212.8949563373449,-94.78072880764684,13.56854261209605,0.008883049,0.0,11132,0.0,0.28925538063049316,10,-94.78072880764685,-0.05682700127363205,92,-50.36628993515094,8.48129300123901e-09,0.06970271210187262,0.031714439392089844
0.02618126775848495,2.59793440626544,-644.5288039143898,0.2160482406616211,-70.94427524032419,60.48501960284957,-71.56505834763904,13.435956125020466,0.007860019,0.0,12144,0.0,0.2922234535217285,11,-71.56505834763904,-0.026181291788816452,92,-46.47732602332358,-2.4030331502444824e-08,0.10750695515277364,0.03206777572631836
0.024484969609281038,2.563921660773839,-1151.3927235046108,0.23142552375793457,-76.86104408167404,113.42903589525827,-77.99672925776528,12.986646805751937,0.008574408,0.0,13156,0.0,0.2934150695800781,12,-77.99672925776527,-0.024484975263476372,92,-50.29320208341988,-5.65419533415934e-09,0.22038256146930546,0.03134870529174805
0.04440957731880246,2.553720104835721,-850.6465260340859,0.2194080352783203,-70.94067521919587,81.94063551004442,-71.48759918083852,12.854836281277752,0.0068805804,0.0,14168,0.0,0.28705477714538574,13,-71.48759918083852,-0.04440954327583313,92,-49.64664255851215,3.404296933240403e-08,0.24349953349336828,0.03139519691467285
0.018078600987792015,2.487572228955657,-186.85749695025294,0.21493053436279297,-66.40388686420489,18.842216245486277,-66.56267878124945,12.032029619790478,0.007108831,0.0,15180,0.0,0.2832679748535156,14,-66.56267878124945,-0.018078600987792015,92,-48.07453289196564,-0.0,0.4495897440239629,0.031032562255859375
0.04435766922685502,2.4771578943305337,-79.30683366058696,0.23077082633972168,-62.92115739192144,7.073756855023002,-61.76123828678354,11.907374265056722,0.009724529,0.0,16192,0.0,0.28577446937561035,15,-61.76123828678355,-0.04435761645436287,92,-47.401946258059716,5.277249215396296e-08,0.9385864836572057,0.03133416175842285
0.043279683018626613,2.4830869893311514,-75.61254381511635,0.23555731773376465,-60.6918174065325,5.568259623915722,-60.670457809335325,11.978183929457973,0.006543987,0.0,17204,0.0,0.2863438129425049,16,-60.670457809335325,-0.043279699981212616,92,-44.78849715892069,-1.696258600247802e-08,0.9607402351557501,0.03162550926208496
0.04409088396095484,2.4759060705132163,-2056.1498765382403,0.21087980270385742,-79.91193798367564,207.09503442769093,-81.77749500149467,11.892477656260183,0.0099051045,0.0,18216,0.0,0.28507399559020996,17,-81.77749500149467,-0.0440908707678318,92,-46.61356917271961,1.319312303849074e-08,0.09628283704160123,0.031252384185791016
0.025837314863626837,2.414379496819417,-2047.8988922830458,0.23018503189086914,-80.86338191520335,206.71054417506915,-82.95936403329121,11.182829223176538,0.009420155,0.0,19228,0.0,0.28556060791015625,18,-82.95936403329121,-0.025837307795882225,92,-42.9473088729584,7.067744611788385e-09,0.05388340792365154,0.031172990798950195
0.026286363874087115,2.4071324766860176,-94.59620460506778,0.23258304595947266,-57.92338765370695,7.142590859134675,-58.067772677328136,11.102079983737287,0.007152824,0.0,20240,0.0,0.28968191146850586,19,-58.067772677328136,-0.026286380365490913,92,-39.47366092762989,-1.6491403798113424e-08,0.5586721314071035,0.03166532516479492
0.030661797555892267,2.3911325809041504,-107.2559109305205,0.21777606010437012,-59.24378788582887,8.923375354821333,-58.825345942305574,10.92586136010761,0.0066897795,0.0,21252,0.0,0.2841510772705078,20,-58.825345942305574,-0.030661802738904953,92,-42.09080397442165,-5.183012685705535e-09,0.9284029002199915,0.03113102912902832
0.0292512148603965,2.357270855206275,-2043.323878068043,0.23154330253601074,-75.92580718808317,206.21481778179208,-77.7149884119727,10.562086618488411,0.0064839902,0.0,22264,0.0,0.28545522689819336,21,-77.71498841197271,-0.029251230880618095,92,-45.66080321373364,-1.602022159374883e-08,0.019374813120077716,0.031255483627319336
0.022292967841559097,2.308290021692811,-4040.8433599519617,0.2090620994567871,-99.2738561460011,413.4572111312047,-102.33508861361379,10.057212327943164,0.0070684864,0.0,23276,0.0,0.28830981254577637,22,-102.33508861361379,-0.02229297161102295,92,-42.59995042668724,-3.7694638521657e-09,0.01201215650770493,0.031339168548583984
0.01996110045450461,2.309694312777915,-2066.8739216034046,0.22690844535827637,-77.24358976822953,208.46443251502342,-79.09562372029286,10.071345502779415,0.009125227,0.0,24288,0.0,0.28520655632019043,23,-79.09562372029286,-0.019961107522249222,92,-45.44710434013995,-7.067744611788385e-09,-0.0386643631067789,0.031243562698364258
0.02718856589861307,2.28612509263834,-737.7255812593461,0.2097465991973877,-64.0908244274674,70.85378428321816,-64.66765834664668,9.83674725242868,0.0065298486,0.0,25300,0.0,0.28890514373779297,24,-64.66765834664666,-0.027188578620553017,92,-39.450321953730786,-1.2721939945947724e-08,-1.7865728163880616,0.0314326286315918
0.0259344509173296,2.2603928637598814,-71.58825067347772,0.23547911643981934,-56.84295611099581,5.565999272683751,-57.163483082553384,9.586854754838823,0.009711344,0.0,26312,0.0,0.28502583503723145,25,-57.16348308255338,-0.025934480130672455,92,-45.30835459729559,-2.921334285588273e-08,0.18262966374741185,0.03116917610168457
