category,name,gamma,gamma_type,epochs,batch_size,cog_mtl,discount,max_time_steps,w_lambda,action_lim,cog_init,cog_type,model,score,network,algo,train_mae,valid_mae,test_mae,train_mse,valid_mse,test_mse,train_mae_emci,valid_mae_emci,test_mae_emci,train_mae_cn,valid_mae_cn,test_mae_cn,train_mae_lmci,valid_mae_lmci,test_mae_lmci,train_mae_smc,valid_mae_smc,test_mae_smc,train_mse_emci,valid_mse_emci,test_mse_emci,train_mse_cn,valid_mse_cn,test_mse_cn,train_mse_lmci,valid_mse_lmci,test_mse_lmci,train_mse_smc,valid_mse_smc,test_mse_smc,train_reward_rl,valid_reward_rl,test_reward_rl,train_reward,valid_reward,test_reward
APOE,adni_split0,1.0,fixed,1000,1000,7.0,1.0,11,1.0,2.0,full,fixed,inverse,MMSE,32,TRPO,0.5724610237645147,0.5022801638891308,0.4692987006087354,0.8647624025949188,0.8754719025620965,0.6265084044293634,0.667830616833956,0.538220454531023,0.2991737426855627,0.29951467215055055,0.4382559989041434,0.32768867355446385,0.9367316876664586,1.0629563108086624,0.7648684315383454,0.40630166416550967,0.3292993590945294,0.19853932369086488,0.9364746864830895,1.2486005666610753,0.20285580422865937,0.1906627240911371,0.48921793118235674,0.16127113048442424,2.2492643529506777,1.4181342650757356,1.3877059851631266,0.31593382901162426,0.1799517170708453,0.07012571001174168,-3.6731129890347534,-46.1804206101128,-3.6641857459199216,0,0,0
