category,name,gamma,gamma_type,epochs,batch_size,cog_mtl,discount,max_time_steps,w_lambda,action_lim,cog_init,cog_type,model,score,network,algo,train_mae,valid_mae,test_mae,train_mse,valid_mse,test_mse,train_mae_emci,valid_mae_emci,test_mae_emci,train_mae_cn,valid_mae_cn,test_mae_cn,train_mae_lmci,valid_mae_lmci,test_mae_lmci,train_mae_smc,valid_mae_smc,test_mae_smc,train_mse_emci,valid_mse_emci,test_mse_emci,train_mse_cn,valid_mse_cn,test_mse_cn,train_mse_lmci,valid_mse_lmci,test_mse_lmci,train_mse_smc,valid_mse_smc,test_mse_smc,train_reward_rl,valid_reward_rl,test_reward_rl,train_reward,valid_reward,test_reward
APOE,adni_split0,1.0,fixed,1000,1000,7.0,1.0,11,1.0,2.0,full,fixed,old,MMSE,32,TRPO,0.6074309522095841,0.5113975666463381,0.5020464358019567,0.9420855995160958,0.7546458268154159,0.677551082232734,0.7133112062865519,0.5236294176205096,0.3205420294633273,0.3319005366060855,0.512609042287843,0.3835288107741697,0.9630853031520507,1.040786996483806,0.7990725411723071,0.4150779246364121,0.32211079625856337,0.21587792990936205,1.025905418489763,0.9227184090371514,0.22578306114866983,0.2725970433919054,0.6919863687142471,0.280142342090792,2.3223971391099716,1.344336790138156,1.438526075410175,0.32252734845654063,0.1796988893569146,0.07653015483158403,-3.6851619545140073,-40.05832068632594,-3.680532809088423,0,0,0
